Department,SourceOfFund,DateRequested,DateNeeded,DateApproved,ApprovalLagDays,TransactionType,ModeOfPayment,TermsOfPayment,PR,PO,RR,TaxRegistration,TypeOfBusiness,Currency,Amount,ServiceFee,Less:EWT,NetTotalAmount,StudentsEnrolled,ProgramCount,AccreditationAudit,GovtFundingChange,TuitionPolicy
ATYCB,General Fund,2024-11-02,2024-11-12,2024-11-06,4,Purchase Order,Cheque,Net 7,PR-2024-3774,PO-2024-6020,RR-2024-5744,VAT,Honorarium 10%,PHP,20740.58,12.8,2074.06,18653.72,863,6,0,0.98,Freeze
LMO,General Fund,2023-03-26,2023-04-05,2023-04-04,9,Payment Only,Fund Transfer,Net 30,PR-2023-4261,,RR-2023-4560,VAT,Goods,PHP,19421.64,45.68,194.22,19181.74,596,0,0,1.06,Freeze
QAEO,Paid Fund,2022-07-06,2022-08-16,2022-07-15,9,Purchase Order,Fund Transfer,Net 15,PR-2022-5038,PO-2022-4445,RR-2022-6862,VAT,Goods,PHP,11528.91,31.98,115.29,11381.64,436,0,0,1.03,Freeze
CCIS,General Fund,2022-08-27,2022-09-30,2022-09-10,14,Payment Only,Cheque,Net 30,PR-2022-4285,,,VAT,Rental,PHP,17637.16,13.74,881.86,16741.56,3013,3,0,0.98,Decrease
ADO,Paid Fund,2024-08-14,2024-08-28,2024-08-23,9,Purchase Order,Fund Transfer,Net 30,PR-2024-4141,PO-2024-5553,RR-2024-1196,VAT,Rental,PHP,9719.76,16.9,485.99,9216.87,238,0,0,1.08,Increase
ATYCB,Others,2024-10-10,2024-11-04,2024-10-16,6,Purchase Order,Cheque,Net 15,PR-2024-3466,PO-2024-9775,RR-2024-6408,VAT,Goods,PHP,40027.54,25.01,400.28,39602.25,844,6,0,0.96,Decrease
CCIS,General Fund,2022-01-14,2022-02-27,2022-01-20,6,Purchase Order,Cash,Net 15,PR-2022-8546,PO-2022-2350,RR-2022-8338,Non-VAT,Goods,PHP,60376.46,0.0,603.76,59772.7,3025,3,0,0.93,Increase
IDEALS,Special Fund,2025-04-08,2025-05-11,2025-04-12,4,Payment Only,Cash,Net 15,PR-2025-3290,,RR-2025-1204,Non-VAT,Services,PHP,11431.18,0.0,228.62,11202.56,514,0,0,0.95,Increase
DOST,Others,2024-07-06,2024-08-14,2024-07-15,9,Purchase Order,Fund Transfer,Net 30,PR-2024-3661,PO-2024-2664,RR-2024-7757,Non-VAT,Goods,PHP,12725.07,135.39,127.25,12462.43,247,0,0,1.03,Freeze
CHS,Special Fund,2023-11-25,2023-12-28,2023-11-30,5,Payment Only,Fund Transfer,Net 15,PR-2023-3994,,RR-2023-5533,VAT,Goods,PHP,30656.97,94.41,306.57,30255.99,2779,5,0,1.03,Decrease
CCIS,General Fund,2023-05-25,2023-06-16,2023-06-06,12,Purchase Order,Cash,Net 30,PR-2023-7339,PO-2023-3658,,Non-VAT,Rental,PHP,46811.79,0.0,2340.59,44471.2,3107,3,0,1.02,Decrease
ITO,Others,2023-09-24,2023-10-01,2023-09-25,1,Payment Only,Cash,Immediate,PR-2023-6742,,RR-2023-2839,Non-VAT,Rental,PHP,11045.56,0.0,552.28,10493.28,377,0,0,0.94,Increase
NSTP,General Fund,2021-10-04,2021-11-11,2021-10-04,0,Payment Only,Fund Transfer,Immediate,PR-2021-2844,,RR-2021-2533,VAT,Goods,PHP,9239.07,101.34,92.39,9045.34,537,0,0,1.05,Freeze
CEA,Special Fund,2022-01-23,2022-03-06,2022-01-26,3,Payment Only,Cash,Net 7,PR-2022-8911,,RR-2022-9276,Non-VAT,Services,PHP,46081.1,0.0,921.62,45159.48,4968,8,0,1.03,Freeze
CAS,Paid Fund,2021-06-13,2021-07-10,2021-06-19,6,Purchase Order,Fund Transfer,Net 15,PR-2021-9112,PO-2021-5170,RR-2021-1401,Non-VAT,Goods,PHP,55209.63,100.77,552.1,54556.76,4161,2,0,0.94,Freeze
CCIS,General Fund,2021-10-12,2021-11-16,2021-11-05,24,Purchase Order,Cheque,Net 30,PR-2021-8676,PO-2021-3068,,VAT,Honorarium 5%,PHP,23055.23,41.14,1152.76,21861.33,2968,3,0,1.09,Freeze
CAS,General Fund,2023-04-26,2023-05-21,2023-05-06,10,Payment Only,Cash,Net 45,PR-2023-9168,,,VAT,Honorarium 5%,USD,29340.0,0.0,1467.0,27873.0,3944,2,0,1.05,Freeze
ORDI,General Fund,2023-08-25,2023-10-02,2023-09-06,12,Purchase Order,Cheque,Net 30,PR-2023-4391,PO-2023-4721,,VAT,Rental,PHP,5220.63,11.34,261.03,4948.26,717,0,0,0.93,Freeze
CAS,Project Fund,2021-02-06,2021-03-10,2021-02-10,4,Payment Only,Cash,Net 15,PR-2021-4505,,RR-2021-7675,Non-VAT,Honorarium 5%,PHP,30471.71,0.0,1523.59,28948.12,4123,2,0,1.01,Decrease
CAS,General Fund,2025-01-12,2025-01-22,2025-01-21,9,Purchase Order,Cheque,Net 7,PR-2025-1940,PO-2025-8787,RR-2025-5848,VAT,Goods,PHP,44912.21,23.9,449.12,44439.19,3675,2,0,1.06,Freeze
IFO,General Fund,2022-06-13,2022-07-03,2022-06-13,0,Payment Only,Cheque,Immediate,PR-2022-1467,,RR-2022-6303,VAT,Services,PHP,7018.23,31.49,140.36,6846.38,702,0,0,0.95,Increase
CHS,Project Fund,2025-07-09,2025-08-09,2025-07-19,10,Purchase Order,Fund Transfer,Net 30,PR-2025-2977,PO-2025-2750,RR-2025-9340,VAT,Goods,PHP,46711.3,98.32,467.11,46145.87,2899,5,0,0.95,Freeze
CAS,General Fund,2025-11-07,2025-12-10,2025-11-17,10,Payment Only,Cash,Net 45,PR-2025-5462,,RR-2025-7405,Non-VAT,Honorarium 5%,PHP,34647.43,0.0,1732.37,32915.06,3628,2,0,1.07,Increase
MARCOMM,General Fund,2021-12-23,2022-01-09,2021-12-27,4,Purchase Order,Cash,Net 7,PR-2021-9695,PO-2021-3634,RR-2021-6766,VAT,Services,PHP,11105.32,0.0,222.11,10883.21,554,0,0,0.95,Freeze
QAEO,General Fund,2023-04-19,2023-05-27,2023-05-07,18,Payment Only,Cheque,Net 30,PR-2023-7712,,RR-2023-7470,VAT,Goods,PHP,8432.3,22.18,84.32,8325.8,442,0,0,1.07,Freeze
ATYCB,General Fund,2021-01-04,2021-02-11,2021-01-15,11,Payment Only,Cheque,Net 30,PR-2021-4781,,RR-2021-4128,Non-VAT,Services,PHP,23858.72,14.11,477.17,23367.44,1043,6,0,0.97,Decrease
CEA,Paid Fund,2024-01-02,2024-02-01,2024-01-31,29,Purchase Order,Fund Transfer,Net 45,PR-2024-9133,PO-2024-7632,RR-2024-3784,VAT,Goods,PHP,31876.34,122.38,318.76,31435.2,5103,8,0,1.03,Freeze
OVPAA,Project Fund,2024-01-01,2024-01-15,2024-01-03,2,Payment Only,Cash,Net 7,PR-2024-8861,,RR-2024-3433,VAT,Goods,PHP,12144.2,0.0,121.44,12022.76,251,0,0,1.09,Freeze
ITO,Paid Fund,2022-03-27,2022-04-23,2022-04-05,9,Payment Only,Fund Transfer,Net 15,PR-2022-3861,,RR-2022-6725,VAT,Services,PHP,9090.07,102.24,181.8,8806.03,414,0,0,1.1,Freeze
ATYCB,Project Fund,2023-11-14,2023-12-02,2023-11-18,4,Purchase Order,Fund Transfer,Net 7,PR-2023-7027,PO-2023-6409,,VAT,Goods,PHP,35883.87,117.05,358.84,35407.98,893,6,0,0.99,Increase
CLIR,General Fund,2022-02-13,2022-03-21,2022-02-27,14,Purchase Order,Cheque,Net 45,PR-2022-3261,PO-2022-8953,,VAT,Goods,PHP,13819.0,44.7,138.19,13636.11,410,0,0,1.03,Decrease
DOST,Special Fund,2021-10-05,2021-10-17,2021-10-12,7,Payment Only,Cash,Net 30,PR-2021-2096,,RR-2021-8947,VAT,Honorarium 5%,PHP,10748.1,0.0,537.41,10210.69,213,0,0,1.09,Freeze
CAS,Special Fund,2024-04-20,2024-05-24,2024-05-03,13,Payment Only,Fund Transfer,Net 30,PR-2024-1201,,,Non-VAT,Goods,PHP,65254.39,91.49,652.54,64510.36,3778,2,0,1.04,Freeze
LMO,Project Fund,2022-08-11,2022-09-02,2022-09-01,21,Purchase Order,Cheque,Net 45,PR-2022-6179,PO-2022-7598,RR-2022-5109,Non-VAT,Goods,PHP,22532.49,0.52,225.32,22306.65,577,0,0,1.04,Freeze
OVPAA,Project Fund,2023-12-27,2024-01-05,2024-01-04,8,Purchase Order,Cash,Net 15,PR-2023-3037,PO-2023-2243,RR-2023-9724,VAT,Goods,PHP,20244.26,0.0,202.44,20041.82,293,0,0,1.04,Freeze
CAS,General Fund,2023-03-17,2023-04-12,2023-03-23,6,Payment Only,Fund Transfer,Net 15,PR-2023-6082,,RR-2023-8301,VAT,Goods,PHP,30339.53,105.61,303.4,29930.52,3922,2,0,0.99,Decrease
CCIS,Special Fund,2025-12-09,2025-12-19,2025-12-12,3,Payment Only,Cheque,Net 7,PR-2025-2296,,,VAT,Rental,PHP,55233.94,17.05,2761.7,52455.19,3231,3,0,0.97,Decrease
OVPAA,General Fund,2021-09-13,2021-10-09,2021-09-17,4,Payment Only,Fund Transfer,Net 7,PR-2021-7256,,RR-2021-7082,VAT,Goods,PHP,6372.79,72.39,63.73,6236.67,248,0,0,1.09,Freeze
EVP or COO,Paid Fund,2023-04-24,2023-05-25,2023-05-01,7,Payment Only,Fund Transfer,Net 15,PR-2023-4026,,,VAT,Goods,PHP,9923.13,117.99,99.23,9705.91,395,0,0,1.0,Decrease
OCP,General Fund,2024-05-10,2024-05-30,2024-05-29,19,Payment Only,Cheque,Net 45,PR-2024-4778,,RR-2024-6863,VAT,Honorarium 5%,PHP,10950.63,12.64,547.53,10390.46,242,0,0,0.94,Increase
CCIS,General Fund,2023-01-16,2023-03-01,2023-01-21,5,Payment Only,Cheque,Net 15,PR-2023-3499,,RR-2023-6117,VAT,Services,PHP,23590.29,29.63,471.81,23088.85,3098,3,0,1.05,Increase
ICELL,General Fund,2025-11-08,2025-12-02,2025-11-10,2,Purchase Order,Fund Transfer,Immediate,PR-2025-3029,PO-2025-7874,,VAT,Rental,PHP,10420.69,117.32,521.03,9782.34,700,0,0,1.05,Increase
CHS,Project Fund,2024-08-08,2024-09-10,2024-08-17,9,Purchase Order,Cheque,Net 15,PR-2024-2081,PO-2024-5355,,Non-VAT,Rental,PHP,41175.78,15.63,2058.79,39101.36,2835,5,0,0.91,Freeze
CEA,Project Fund,2024-04-21,2024-05-03,2024-04-30,9,Payment Only,Cash,Net 30,PR-2024-2994,,RR-2024-6270,Non-VAT,Rental,PHP,18080.89,0.0,904.04,17176.85,5115,8,0,0.96,Freeze
ITO,Paid Fund,2024-10-10,2024-11-15,2024-10-14,4,Purchase Order,Cash,Net 7,PR-2024-8004,PO-2024-1967,RR-2024-3798,VAT,Services,PHP,14636.15,0.0,292.72,14343.43,422,0,0,1.01,Decrease
TO,Paid Fund,2025-09-17,2025-10-19,2025-09-18,1,Payment Only,Cheque,Immediate,PR-2025-4469,,RR-2025-7633,VAT,Services,PHP,7362.67,2.57,147.25,7212.85,648,0,0,0.92,Freeze
ATYCB,General Fund,2025-07-02,2025-07-11,2025-07-10,8,Purchase Order,Cheque,Net 15,PR-2025-5750,PO-2025-3654,RR-2025-4069,VAT,Services,PHP,46407.48,6.96,928.15,45472.37,840,6,1,0.98,Freeze
ADO,Paid Fund,2024-08-05,2024-08-17,2024-08-16,11,Purchase Order,Fund Transfer,Net 30,PR-2024-1515,PO-2024-6871,,VAT,Honorarium 10%,PHP,8414.31,12.59,841.43,7560.29,249,0,0,0.93,Freeze
CCIS,General Fund,2024-10-20,2024-11-27,2024-10-21,1,Payment Only,Cheque,Immediate,PR-2024-1213,,RR-2024-6782,VAT,Rental,USD,17082.0,48.88,854.1,16179.02,3172,3,0,1.05,Freeze
QAEO,Special Fund,2021-09-25,2021-10-30,2021-10-11,16,Payment Only,Cheque,Net 30,PR-2021-9677,,RR-2021-1772,Non-VAT,Services,PHP,20056.43,0.67,401.13,19654.63,484,0,0,1.03,Freeze
RO,General Fund,2021-06-14,2021-06-22,2021-06-20,6,Purchase Order,Fund Transfer,Net 15,PR-2021-6458,PO-2021-3052,,Non-VAT,Services,PHP,9802.88,94.12,196.06,9512.7,520,0,0,0.9,Decrease
PO,General Fund,2023-11-08,2023-11-15,2023-11-14,6,Purchase Order,Cash,Net 7,PR-2023-7335,PO-2023-1643,,VAT,Goods,PHP,14155.68,0.0,141.56,14014.12,479,0,0,0.98,Increase
CAS,Project Fund,2021-02-02,2021-02-16,2021-02-15,13,Purchase Order,Fund Transfer,Net 45,PR-2021-6893,PO-2021-8341,RR-2021-5062,VAT,Goods,PHP,35517.58,104.21,355.18,35058.19,4156,2,0,1.06,Freeze
ORDI,General Fund,2023-05-25,2023-06-01,2023-05-29,4,Purchase Order,Fund Transfer,Net 7,PR-2023-4679,PO-2023-4852,RR-2023-1323,VAT,Services,PHP,15705.73,34.95,314.11,15356.67,697,0,0,1.08,Freeze
OCP,General Fund,2022-01-21,2022-02-14,2022-01-21,0,Payment Only,Fund Transfer,Immediate,PR-2022-6355,,RR-2022-8204,VAT,Services,PHP,19727.13,11.69,394.54,19320.9,214,0,0,0.92,Decrease
ATYCB,Project Fund,2022-10-19,2022-10-29,2022-10-23,4,Payment Only,Fund Transfer,Net 15,PR-2022-8184,,RR-2022-1259,Non-VAT,Goods,PHP,34556.42,54.01,345.56,34156.85,947,6,1,1.07,Freeze
CAS,Special Fund,2024-12-21,2025-02-01,2024-12-27,6,Purchase Order,Fund Transfer,Net 7,PR-2024-1219,PO-2024-7407,RR-2024-4239,Non-VAT,Goods,PHP,49295.6,90.47,492.96,48712.17,3788,2,0,0.98,Freeze
CAS,Paid Fund,2025-09-10,2025-10-08,2025-09-10,0,Payment Only,Fund Transfer,Immediate,PR-2025-2263,,RR-2025-2605,VAT,Goods,PHP,31451.82,106.87,314.52,31030.43,3688,2,1,1.02,Freeze
TO,General Fund,2021-04-22,2021-05-08,2021-05-07,15,Purchase Order,Cheque,Net 45,PR-2021-1478,PO-2021-1843,,Non-VAT,Services,USD,6811.14,4.77,136.22,6670.15,688,0,0,1.02,Freeze
CAS,Project Fund,2023-09-13,2023-10-14,2023-10-08,25,Purchase Order,Fund Transfer,Net 30,PR-2023-2501,PO-2023-9320,RR-2023-5195,Non-VAT,Rental,PHP,20413.24,91.8,1020.66,19300.78,3888,2,0,0.92,Decrease
CORPCOMM,Special Fund,2025-05-22,2025-06-03,2025-05-23,1,Payment Only,Fund Transfer,Immediate,PR-2025-4927,,RR-2025-8440,Non-VAT,Goods,PHP,14107.5,109.5,141.07,13856.93,307,0,0,1.07,Increase
CLIR,Special Fund,2021-05-01,2021-06-05,2021-05-06,5,Payment Only,Fund Transfer,Net 15,PR-2021-5132,,RR-2021-2962,Non-VAT,Goods,PHP,12964.77,135.88,129.65,12699.24,392,0,0,1.1,Freeze
MARCOMM,General Fund,2025-02-27,2025-03-07,2025-03-06,7,Purchase Order,Fund Transfer,Net 30,PR-2025-2844,PO-2025-4611,,VAT,Services,PHP,19897.92,104.28,397.96,19395.68,606,0,0,0.95,Freeze
ATYCB,General Fund,2022-11-15,2022-11-22,2022-11-21,6,Payment Only,Cheque,Net 30,PR-2022-8506,,,VAT,Rental,PHP,21722.21,4.33,1086.11,20631.77,981,6,0,0.97,Increase
CHS,General Fund,2022-08-07,2022-08-19,2022-08-14,7,Payment Only,Fund Transfer,Net 30,PR-2022-9459,,,VAT,Services,PHP,21890.37,137.65,437.81,21314.91,2636,5,0,0.92,Decrease
OAVP,General Fund,2025-11-21,2026-01-04,2025-11-21,0,Payment Only,Fund Transfer,Immediate,PR-2025-3007,,RR-2025-7852,VAT,Goods,PHP,37551.92,65.55,375.52,37110.85,222,0,0,0.94,Decrease
CHS,General Fund,2022-01-21,2022-02-21,2022-02-01,11,Payment Only,Cash,Net 30,PR-2022-8025,,RR-2022-8033,Non-VAT,Goods,PHP,50134.35,0.0,501.34,49633.01,2623,5,0,1.04,Freeze
IFO,Others,2024-06-12,2024-07-15,2024-06-24,12,Payment Only,Cheque,Net 30,PR-2024-4818,,RR-2024-4674,VAT,Goods,PHP,8611.71,17.42,86.12,8508.17,642,0,0,0.95,Freeze
CHS,General Fund,2025-02-27,2025-03-09,2025-03-08,9,Payment Only,Fund Transfer,Net 30,PR-2025-1055,,RR-2025-9998,Non-VAT,Honorarium 10%,PHP,24230.2,93.28,2423.02,21713.9,2862,5,0,0.93,Increase
CHS,Project Fund,2021-03-22,2021-05-04,2021-03-24,2,Payment Only,Fund Transfer,Net 7,PR-2021-4594,,RR-2021-7570,Non-VAT,Services,USD,63543.09,97.19,1270.86,62175.04,2611,5,0,1.01,Freeze
CCIS,General Fund,2024-05-09,2024-06-02,2024-05-20,11,Purchase Order,Cheque,Net 15,PR-2024-9461,PO-2024-2490,,Non-VAT,Goods,PHP,31297.43,28.61,312.97,30955.85,3112,3,0,1.1,Freeze
OVPAA,Project Fund,2025-09-18,2025-10-28,2025-09-27,9,Purchase Order,Cash,Net 30,PR-2025-5630,PO-2025-9205,RR-2025-9462,Non-VAT,Goods,PHP,18074.28,0.0,180.74,17893.54,222,0,0,1.1,Freeze
ATYCB,Special Fund,2021-08-11,2021-08-19,2021-08-18,7,Payment Only,Cheque,Net 15,PR-2021-3253,,RR-2021-3010,Non-VAT,Goods,USD,50458.26,19.84,504.58,49933.84,1057,6,0,1.05,Freeze
CHS,Special Fund,2025-06-16,2025-06-23,2025-06-22,6,Purchase Order,Cash,Net 45,PR-2025-5602,PO-2025-4946,RR-2025-5673,VAT,Goods,PHP,46362.43,0.0,463.62,45898.81,2896,5,0,0.99,Decrease
CAS,Project Fund,2024-01-07,2024-02-01,2024-01-14,7,Payment Only,Cheque,Net 15,PR-2024-5489,,,VAT,Goods,PHP,51841.69,42.76,518.42,51280.51,3767,2,0,1.04,Increase
CEA,Special Fund,2024-02-04,2024-02-19,2024-02-08,4,Payment Only,Fund Transfer,Net 15,PR-2024-9493,,,Non-VAT,Honorarium 5%,PHP,40735.94,57.94,2036.8,38641.2,5114,8,0,0.94,Decrease
CCIS,General Fund,2024-02-18,2024-03-23,2024-02-22,4,Purchase Order,Fund Transfer,Net 7,PR-2024-7325,PO-2024-7307,RR-2024-2912,VAT,Services,PHP,51114.27,62.11,1022.29,50029.87,3174,3,0,1.07,Freeze
OP,Paid Fund,2022-06-17,2022-07-16,2022-06-26,9,Purchase Order,Cheque,Net 30,PR-2022-4051,PO-2022-5664,RR-2022-6675,VAT,Goods,PHP,8502.83,12.9,85.03,8404.9,518,0,0,0.94,Increase
RO,General Fund,2025-08-21,2025-09-13,2025-09-01,11,Purchase Order,Cash,Net 15,PR-2025-3198,PO-2025-5237,RR-2025-7027,VAT,Services,PHP,11262.44,0.0,225.25,11037.19,510,0,0,0.92,Increase
CHSW,Special Fund,2025-09-17,2025-10-17,2025-09-21,4,Purchase Order,Cash,Net 7,PR-2025-6303,PO-2025-4162,RR-2025-1902,VAT,Services,PHP,8289.53,0.0,165.79,8123.74,385,0,0,1.07,Freeze
ITO,Special Fund,2024-02-18,2024-02-26,2024-02-25,7,Payment Only,Cheque,Net 30,PR-2024-7368,,RR-2024-4942,VAT,Goods,PHP,17506.96,20.35,175.07,17311.54,359,0,0,0.97,Freeze
MARCOMM,General Fund,2024-12-13,2025-01-10,2024-12-28,15,Payment Only,Fund Transfer,Net 30,PR-2024-6167,,,Non-VAT,Goods,PHP,28068.27,48.13,280.68,27739.46,618,0,0,0.94,Freeze
CAS,Others,2024-02-10,2024-03-11,2024-02-12,2,Payment Only,Cheque,Net 7,PR-2024-2254,,,VAT,Goods,PHP,38341.25,44.11,383.41,37913.73,3794,2,0,0.98,Freeze
PO,Project Fund,2023-05-09,2023-05-23,2023-05-12,3,Payment Only,Fund Transfer,Net 7,PR-2023-4849,,RR-2023-4938,Non-VAT,Services,PHP,10323.9,19.47,206.48,10097.95,536,0,0,0.96,Freeze
QAEO,Project Fund,2024-04-11,2024-05-01,2024-04-15,4,Payment Only,Fund Transfer,Net 15,PR-2024-4670,,,Non-VAT,Goods,PHP,14856.92,143.34,148.57,14565.01,414,0,0,1.09,Freeze
CGC,General Fund,2023-10-06,2023-11-04,2023-10-21,15,Purchase Order,Cheque,Net 15,PR-2023-5690,PO-2023-6686,RR-2023-4472,VAT,Services,PHP,13922.25,44.15,278.44,13599.66,778,0,0,1.08,Freeze
CHS,Others,2024-01-14,2024-02-17,2024-01-20,6,Payment Only,Cheque,Net 15,PR-2024-2912,,RR-2024-3365,VAT,Honorarium 5%,PHP,52358.11,2.12,2617.91,49738.08,2848,5,0,0.98,Decrease
1900 STORE,Project Fund,2024-12-24,2025-02-01,2025-01-12,19,Purchase Order,Cheque,Net 30,PR-2024-2075,PO-2024-2023,,Non-VAT,Rental,PHP,8977.37,0.57,448.87,8527.93,774,0,0,0.93,Decrease
RO,General Fund,2023-05-25,2023-06-28,2023-06-08,14,Payment Only,Cash,Net 15,PR-2023-6166,,RR-2023-5798,Non-VAT,Goods,PHP,8579.91,0.0,85.8,8494.11,550,0,0,0.91,Increase
CCIS,General Fund,2021-03-16,2021-04-04,2021-03-22,6,Purchase Order,Cheque,Net 15,PR-2021-6883,PO-2021-9911,RR-2021-7842,Non-VAT,Goods,PHP,37416.83,23.47,374.17,37019.19,2973,3,0,0.93,Freeze
CAS,General Fund,2021-11-03,2021-11-10,2021-11-09,6,Purchase Order,Fund Transfer,Net 30,PR-2021-8353,PO-2021-1768,,VAT,Goods,PHP,24463.96,135.33,244.64,24083.99,4106,2,0,0.99,Increase
CEA,Project Fund,2023-03-13,2023-03-21,2023-03-20,7,Purchase Order,Cheque,Net 30,PR-2023-3662,PO-2023-5692,,VAT,Services,PHP,36972.74,34.32,739.45,36198.97,5053,8,0,1.09,Increase
1900 STORE,Paid Fund,2024-08-26,2024-09-08,2024-09-07,12,Purchase Order,Fund Transfer,Net 15,PR-2024-6644,PO-2024-6520,,Non-VAT,Goods,PHP,15562.84,12.99,155.63,15394.22,863,0,0,0.95,Freeze
ATYCB,General Fund,2024-01-09,2024-01-17,2024-01-09,0,Payment Only,Fund Transfer,Immediate,PR-2024-8225,,RR-2024-9141,Non-VAT,Rental,PHP,36956.05,60.04,1847.8,35048.21,856,6,0,0.97,Freeze
ATYCB,General Fund,2024-04-19,2024-05-27,2024-04-27,8,Payment Only,Fund Transfer,Net 30,PR-2024-3524,,,Non-VAT,Honorarium 5%,PHP,24219.32,53.66,1210.97,22954.69,891,6,0,0.94,Decrease
CSCE,Paid Fund,2023-05-17,2023-06-02,2023-05-31,14,Payment Only,Cheque,Net 30,PR-2023-7743,,RR-2023-9230,VAT,Goods,PHP,6990.77,43.85,69.91,6877.01,470,0,0,0.94,Decrease
CHS,Special Fund,2024-02-17,2024-03-13,2024-02-29,12,Purchase Order,Fund Transfer,Net 30,PR-2024-7600,PO-2024-6357,RR-2024-9615,VAT,Goods,USD,74595.29,112.19,745.95,73737.15,2801,5,0,0.94,Increase
OCP,Project Fund,2022-08-26,2022-10-09,2022-08-31,5,Purchase Order,Cheque,Immediate,PR-2022-5785,PO-2022-5756,,VAT,Services,PHP,14638.83,18.17,292.78,14327.88,203,0,0,0.96,Freeze
CAS,Project Fund,2023-05-24,2023-06-13,2023-05-28,4,Purchase Order,Fund Transfer,Net 7,PR-2023-9877,PO-2023-8806,RR-2023-4734,VAT,Services,PHP,42558.24,127.47,851.16,41579.61,3875,2,0,1.04,Freeze
OAVP,General Fund,2024-09-27,2024-11-07,2024-10-03,6,Purchase Order,Fund Transfer,Net 15,PR-2024-5674,PO-2024-9071,RR-2024-3832,VAT,Goods,PHP,12556.62,38.83,125.57,12392.22,220,0,0,0.92,Freeze
OVPAA,General Fund,2025-04-17,2025-05-05,2025-04-26,9,Purchase Order,Fund Transfer,Net 30,PR-2025-9933,PO-2025-4881,,VAT,Honorarium 5%,PHP,18693.32,54.92,934.67,17703.73,271,0,0,1.04,Freeze
CAS,General Fund,2023-03-06,2023-04-01,2023-03-12,6,Purchase Order,Cash,Immediate,PR-2023-9122,PO-2023-9125,RR-2023-5062,VAT,Goods,PHP,87439.19,0.0,874.39,86564.8,3949,2,0,1.02,Increase
CEA,Special Fund,2021-03-22,2021-04-11,2021-03-24,2,Purchase Order,Cheque,Immediate,PR-2021-2235,PO-2021-8762,RR-2021-8931,VAT,Rental,PHP,43847.35,9.94,2192.37,41645.04,4976,8,0,1.0,Freeze
BDCCO,Others,2021-10-15,2021-10-25,2021-10-24,9,Purchase Order,Cash,Net 7,PR-2021-8092,PO-2021-7744,RR-2021-1072,VAT,Goods,PHP,9304.04,0.0,93.04,9211.0,741,0,0,1.04,Freeze
CCIS,General Fund,2021-02-21,2021-03-07,2021-02-25,4,Purchase Order,Fund Transfer,Net 7,PR-2021-8308,PO-2021-7659,RR-2021-1325,VAT,Goods,PHP,53267.89,82.94,532.68,52652.27,2938,3,0,0.97,Freeze
CCIS,General Fund,2024-04-26,2024-06-04,2024-04-30,4,Payment Only,Cheque,Net 15,PR-2024-7237,,,VAT,Goods,PHP,38543.03,41.09,385.43,38116.51,3171,3,0,1.05,Freeze
TO,Others,2022-08-18,2022-09-06,2022-08-30,12,Purchase Order,Cash,Net 30,PR-2022-8691,PO-2022-4266,RR-2022-4497,VAT,Goods,PHP,10057.72,0.0,100.58,9957.14,714,0,0,1.05,Freeze
RO,General Fund,2023-09-03,2023-10-01,2023-09-12,9,Purchase Order,Fund Transfer,Net 30,PR-2023-4089,PO-2023-8578,RR-2023-1152,VAT,Goods,PHP,6916.19,132.12,69.16,6714.91,538,0,0,0.97,Freeze
1900 STORE,Special Fund,2023-06-03,2023-06-15,2023-06-06,3,Payment Only,Fund Transfer,Net 7,PR-2023-2371,,,VAT,Goods,PHP,10820.08,36.18,108.2,10675.7,806,0,0,1.05,Freeze
IFO,General Fund,2021-05-24,2021-07-03,2021-06-30,37,Purchase Order,Cash,Net 30,PR-2021-3260,PO-2021-3180,,VAT,Honorarium 10%,PHP,9250.38,0.0,925.04,8325.34,713,0,0,0.98,Freeze
CLIR,General Fund,2023-01-02,2023-01-22,2023-01-06,4,Purchase Order,Cheque,Net 7,PR-2023-4091,PO-2023-8097,,VAT,Honorarium 5%,PHP,11693.01,24.67,584.65,11083.69,392,0,0,1.06,Freeze
CHS,Others,2022-02-14,2022-03-17,2022-03-06,20,Purchase Order,Cheque,Net 15,PR-2022-4627,PO-2022-2166,RR-2022-3140,Non-VAT,Goods,PHP,48148.3,39.16,481.48,47627.66,2632,5,0,1.03,Increase
CEA,Paid Fund,2023-02-28,2023-04-07,2023-03-04,4,Payment Only,Fund Transfer,Net 15,PR-2023-9064,,RR-2023-4177,VAT,Services,PHP,41564.71,26.63,831.29,40706.79,5081,8,0,0.93,Decrease
CEA,General Fund,2022-01-05,2022-01-15,2022-01-14,9,Payment Only,Cheque,Net 45,PR-2022-7156,,RR-2022-3104,VAT,Goods,PHP,42845.42,0.05,428.45,42416.92,4977,8,0,0.95,Freeze
CCIS,General Fund,2025-03-12,2025-04-24,2025-03-19,7,Purchase Order,Cheque,Net 15,PR-2025-9996,PO-2025-7682,RR-2025-9097,Non-VAT,Goods,PHP,64716.29,9.0,647.16,64060.13,3205,3,1,0.99,Freeze
OAVP,General Fund,2021-11-04,2021-11-19,2021-11-13,9,Purchase Order,Cheque,Immediate,PR-2021-2707,PO-2021-3293,RR-2021-3735,VAT,Goods,PHP,13885.97,45.75,138.86,13701.36,235,0,0,1.04,Increase
CSCE,Special Fund,2025-10-17,2025-11-27,2025-10-24,7,Payment Only,Fund Transfer,Net 30,PR-2025-2699,,RR-2025-3145,VAT,Services,PHP,10339.77,132.42,206.8,10000.55,432,0,0,0.92,Decrease
